1000
10.000000
50000.000000 50000.000000
0.100000
1.000000
10.357600 7150.187456 43669.105209 -40.203570 -32.850193
2.436500 36986.835129 20552.395168 21.918693 -40.858793
6.398500 39946.243688 20154.639265 42.276394 -39.672095
3.050700 10121.399955 35664.550663 26.536303 -23.792465
6.758300 17930.086911 37258.859662 13.953865 42.645149
3.531900 6626.520458 45424.087277 -33.150093 -21.788911
7.498200 5243.999732 511.413458 35.266001 -20.345895
1.066900 14777.922657 35547.416141 -39.397142 -10.627545
1.110400 39263.611852 31398.838957 27.913891 17.641605
8.343400 18149.508657 13990.794209 -2.079903 -25.925990
2.005100 49495.908788 571.653900 38.707599 28.455000
8.750600 23320.241283 18551.454220 -16.332805 36.732309
8.457800 26534.236926 46516.525295 36.674458 -31.695308
2.499200 33455.022047 22100.122007 47.508993 -7.281693
1.151200 44526.078718 18936.838550 -25.205104 33.925703
1.514300 16831.459252 42956.781183 44.143495 -35.742236
4.835700 38696.453556 22219.340193 41.500493 -20.867695
5.390900 17661.346084 10288.120672 -46.828302 -9.903292
1.358600 17709.363233 26255.357688 -2.746510 -6.163878
9.352100 30424.118492 4817.162044 49.990498 -5.849595
8.822300 5701.673311 3498.162113 -38.204300 -24.318194
9.582500 18674.012125 2520.271093 -21.459802 -48.107594
8.128100 49853.656390 7840.823527 33.253698 7.154702
6.946000 19780.690858 26127.686824 -47.513311 -7.209684
8.503800 39445.194899 15645.930126 37.090196 20.115604
3.057400 47599.544357 44221.706401 -28.033304 -1.430700
1.948000 29537.478761 7067.390746 -21.513603 -22.570695
3.207400 4819.368141 3749.895456 39.790901 30.347105
2.600100 24843.072287 9263.937778 -9.344002 37.855806
7.404000 17524.329449 48523.435644 -27.366002 25.381683
7.407300 12578.037185 32436.940886 1.404479 -35.670727
3.489700 14497.528620 24881.353778 -32.729810 -41.016475
2.265400 4510.922545 48841.997605 49.203355 39.404214
9.149300 11729.760689 1717.477790 8.619000 -25.346994
7.143100 19705.913876 11678.830412 -1.708803 -14.867292
6.141800 49360.799884 7870.259920 7.593898 16.191502
1.064700 32757.962509 35132.922732 2.835185 -18.690194
1.252800 19764.147928 49501.010747 5.213714 -23.041885
9.344800 20423.218308 25290.942036 -42.664510 -6.275885
2.518600 43572.702563 5622.692738 -33.525303 -35.097197
9.988700 22683.379304 44793.300126 -36.476744 0.095702
9.205200 22746.071596 20624.963114 2.181994 -9.949788
6.513400 41285.660149 47527.553299 10.806790 21.897600
